_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
789645,,Traffic Calming,0,93.0,136.0,72,67.0,50% + 1 of ballots received by voters,14,131.0,5.0,7,2018-04-26,0.0,136.0,2020-04-27,2018-03-27,56.0,60% of received ballots,TCP 2018-073,900.0,In Favour,182.0,Yes
789646,38 Maxwell Ave,Appeal - Front Yard Parking,0,34.0,56.0,32,14.0,25% of ballots received by voters,0,55.0,1.0,2,2018-04-28,0.0,56.0,2021-04-29,2018-03-29,18.0,50% + 1 of received ballots,FYPA 2018-074,901.0,In Favour,131.0,Yes
789647,604A Harvie Ave,Front Yard Parking,0,37.0,85.0,33,21.0,25% of ballots received by voters,0,84.0,1.0,4,2018-05-03,0.0,85.0,2021-05-04,2018-04-03,20.0,50% + 1 of received ballots,FYP 2018-075,902.0,In Favour,98.0,Yes
789648,,Traffic Calming,0,66.0,199.0,46,77.0,50% + 1 of ballots received by voters,15,151.0,48.0,5,2018-05-03,0.0,199.0,2020-05-04,2018-04-03,,60% of received ballots,TCP 2018-076,903.0,Response Rate Not Met,264.0,No
789649,34 Ellerbeck St,Appeal - Front Yard Parking,0,51.0,75.0,23,19.0,25% of ballots received by voters,27,73.0,2.0,1,2018-05-09,4.0,75.0,2021-05-10,2018-04-09,27.0,50% + 1 of received ballots,FYPA 2018-077,904.0,Opposed,92.0,Yes
789650,106 Millwood Rd,Appeal - Front Yard Parking,0,38.0,74.0,31,19.0,25% of ballots received by voters,2,74.0,0.0,5,2018-05-09,0.0,74.0,2021-05-10,2018-04-09,20.0,50% + 1 of received ballots,FYPA 2018-079,906.0,In Favour,85.0,Yes
789651,165 Fairlawn Ave,Front Yard Parking,0,76.0,131.0,67,32.0,25% of ballots received by voters,1,128.0,3.0,8,2018-05-10,0.0,131.0,2021-05-11,2018-04-10,39.0,50% + 1 of received ballots,FYP 2018-080,907.0,In Favour,148.0,Yes
789652,356 Bartlett Ave N,Front Yard Parking,0,61.0,145.0,31,36.0,25% of ballots received by voters,6,143.0,2.0,24,2018-05-19,0.0,145.0,2021-05-20,2018-04-19,32.0,50% + 1 of received ballots,FYP 2018-081,908.0,Opposed,197.0,Yes
789653,,Traffic Calming,0,56.0,104.0,49,46.0,50% + 1 of ballots received by voters,4,90.0,14.0,3,2018-05-18,0.0,104.0,2020-05-19,2018-04-18,34.0,60% of received ballots,TCP 2018-082,909.0,In Favour,121.0,Yes
789654,,Traffic Calming,0,92.0,157.0,74,74.0,50% + 1 of ballots received by voters,15,145.0,12.0,3,2018-05-19,1.0,157.0,2020-05-20,2018-04-19,56.0,60% of received ballots,TCP 2018-083,910.0,In Favour,189.0,Yes
789655,535 Queen St W,Boulevard Cafe,0,44.0,159.0,40,39.0,25% of ballots received by voters,3,155.0,4.0,1,2018-05-26,0.0,159.0,2020-05-27,2018-04-26,23.0,50% + 1 of received ballots,BCP 2018-084,911.0,In Favour,168.0,Yes
789656,1485 Dupont St,Boulevard Cafe,0,24.0,204.0,12,50.0,25% of ballots received by voters,10,197.0,7.0,2,2018-06-02,0.0,204.0,2020-06-03,2018-05-03,,50% + 1 of received ballots,BCP 2018-085,912.0,Response Rate Not Met,252.0,No
789657,441 Soudan Ave,Front Yard Parking,0,37.0,55.0,31,14.0,25% of ballots received by voters,0,55.0,0.0,6,2018-05-26,0.0,55.0,2021-05-27,2018-04-26,20.0,50% + 1 of received ballots,FYP 2018-086,913.0,In Favour,63.0,Yes
789658,90 Chatsworth Dr,Front Yard Parking,0,25.0,84.0,23,18.0,25% of ballots received by voters,2,69.0,15.0,0,2018-05-30,0.0,84.0,2021-05-31,2018-04-30,14.0,50% + 1 of received ballots,FYP 2018-087,914.0,In Favour,94.0,Yes
789659,,Traffic Calming,0,103.0,196.0,77,95.0,50% + 1 of ballots received by voters,20,187.0,9.0,6,2018-05-30,0.0,196.0,2020-05-31,2018-04-30,62.0,60% of received ballots,TCP 2018-088,922.0,In Favour,225.0,Yes
789660,581 Willard Ave,Front Yard Parking,0,30.0,60.0,16,15.0,25% of ballots received by voters,11,59.0,1.0,3,2018-06-15,0.0,60.0,2021-06-16,2018-05-16,16.0,50% + 1 of received ballots,FYP 2018-089,923.0,In Favour,76.0,Yes
789661,71 Kings Park Blvd,Front Yard Parking,0,53.0,95.0,43,24.0,25% of ballots received by voters,5,94.0,1.0,5,2018-06-21,0.0,95.0,2021-06-22,2018-05-22,28.0,50% + 1 of received ballots,FYP 2018-090,924.0,In Favour,105.0,Yes
789662,97 Beresford Ave,Front Yard Parking,0,30.0,64.0,28,16.0,25% of ballots received by voters,2,64.0,0.0,0,2018-06-16,0.0,64.0,2021-06-17,2018-05-17,16.0,50% + 1 of received ballots,FYP 2018-091,925.0,In Favour,85.0,Yes
789663,88 St John's Rd,Front Yard Parking,0,28.0,63.0,28,15.0,25% of ballots received by voters,0,59.0,4.0,0,2018-06-16,0.0,63.0,2021-06-17,2018-05-17,15.0,50% + 1 of received ballots,FYP 2018-092,926.0,In Favour,87.0,Yes
789664,,Traffic Calming,0,101.0,154.0,37,76.0,50% + 1 of ballots received by voters,52,149.0,5.0,12,2018-06-13,0.0,154.0,2020-06-14,2018-05-14,61.0,60% of received ballots,TCP 2018-093,927.0,Opposed,189.0,Yes
789665,,Traffic Calming,0,136.0,277.0,100,136.0,50% + 1 of ballots received by voters,24,270.0,7.0,12,2018-06-23,0.0,277.0,2020-06-24,2018-05-24,82.0,60% of received ballots,TCP 2018-094,928.0,In Favour,312.0,Yes
789666,,Traffic Calming,0,69.0,157.0,45,75.0,50% + 1 of ballots received by voters,15,148.0,9.0,9,2018-06-14,0.0,157.0,2020-06-15,2018-05-15,,60% of received ballots,TCP 2018-095,929.0,Response Rate Not Met,166.0,No
789667,,Traffic Calming,0,0.0,3.0,0,3.0,50% + 1 of ballots received by voters,0,3.0,0.0,0,2018-06-13,0.0,3.0,2020-06-14,2018-05-14,,60% of received ballots,TCP 2018-096,930.0,Response Rate Not Met,10.0,No
789668,,Permit Parking,1,62.0,94.0,46,23.0,25% of ballots received by voters,9,92.0,2.0,6,2018-06-09,0.0,94.0,2020-06-10,2018-05-10,32.0,50% + 1 of received ballots,PPP 2018-097,931.0,In Favour,107.0,Yes
789669,139 Northland Ave,Front Yard Parking,1,59.0,115.0,48,28.0,25% of ballots received by voters,1,113.0,2.0,9,2018-06-21,0.0,115.0,2021-06-22,2018-05-22,31.0,50% + 1 of received ballots,FYP 2018-098,932.0,In Favour,122.0,Yes
789670,29 Spring Grove Ave,Front Yard Parking,0,39.0,84.0,35,21.0,25% of ballots received by voters,3,81.0,3.0,1,2018-06-15,1.0,84.0,2021-06-16,2018-05-16,21.0,50% + 1 of received ballots,FYP 2018-099,933.0,In Favour,99.0,Yes
789671,477 Church St (former Toronto),Boulevard Cafe,0,29.0,323.0,15,69.0,25% of ballots received by voters,13,276.0,47.0,1,2018-06-23,0.0,323.0,2020-06-24,2018-05-24,,50% + 1 of received ballots,BCP 2018-100,934.0,Response Rate Not Met,345.0,No
789672,137 Priscilla Ave,Front Yard Parking,0,38.0,76.0,33,19.0,25% of ballots received by voters,1,76.0,0.0,4,2018-06-21,0.0,76.0,2021-06-22,2018-05-22,20.0,50% + 1 of received ballots,FYP 2018-101,935.0,In Favour,86.0,Yes
789673,140 Hepbourne St,Front Yard Parking,0,28.0,90.0,14,22.0,25% of ballots received by voters,9,85.0,5.0,5,2018-06-27,0.0,90.0,2021-06-28,2018-05-28,15.0,50% + 1 of received ballots,FYP 2018-102,936.0,Opposed,115.0,Yes
789674,268 Prescott Ave,Front Yard Parking,0,37.0,92.0,35,22.0,25% of ballots received by voters,0,87.0,5.0,2,2018-07-07,0.0,92.0,2021-07-08,2018-06-07,20.0,50% + 1 of received ballots,FYP 2018-103,937.0,In Favour,116.0,Yes
789675,54 Rhodes Ave,Front Yard Parking,0,52.0,99.0,38,24.0,25% of ballots received by voters,5,95.0,4.0,9,2018-07-07,0.0,99.0,2021-07-08,2018-06-07,27.0,50% + 1 of received ballots,FYP 2018-104,938.0,In Favour,106.0,Yes
789676,324 Runnymede Rd,Front Yard Parking,0,45.0,117.0,39,27.0,25% of ballots received by voters,1,106.0,11.0,5,2018-07-04,0.0,117.0,2021-07-05,2018-06-04,24.0,50% + 1 of received ballots,FYP 2018-105,939.0,In Favour,142.0,Yes
789677,2592 Yonge St,Boulevard Cafe,0,40.0,66.0,5,16.0,25% of ballots received by voters,35,63.0,3.0,0,2018-07-12,0.0,66.0,2020-07-13,2018-06-12,21.0,50% + 1 of received ballots,BCP 2018-106,940.0,Opposed,80.0,Yes
789678,680 College St (former Toronto),Boulevard Cafe,0,22.0,154.0,19,34.0,25% of ballots received by voters,3,133.0,21.0,0,2018-07-06,0.0,154.0,2020-07-07,2018-06-06,,50% + 1 of received ballots,BCP 2018-107,941.0,Response Rate Not Met,196.0,No
789679,242 Lauder Ave,Front Yard Parking,0,46.0,112.0,40,26.0,25% of ballots received by voters,4,103.0,9.0,2,2018-07-11,0.0,112.0,2021-07-12,2018-06-11,24.0,50% + 1 of received ballots,FYP 2018-108,942.0,In Favour,148.0,Yes
789680,1715 St Clair Ave W,Boulevard Cafe,0,48.0,125.0,38,31.0,25% of ballots received by voters,3,121.0,4.0,7,2018-07-11,0.0,125.0,2020-07-12,2018-06-11,25.0,50% + 1 of received ballots,BCP 2018-109,943.0,In Favour,158.0,Yes
789681,32 Gresham Rd,Front Yard Parking,0,56.0,85.0,47,21.0,25% of ballots received by voters,3,83.0,2.0,6,2018-07-12,0.0,85.0,2021-07-13,2018-06-12,29.0,50% + 1 of received ballots,FYP 2018-110,944.0,In Favour,96.0,Yes
789682,,Traffic Calming,0,11.0,17.0,10,10.0,50% + 1 of ballots received by voters,0,17.0,0.0,1,2018-07-27,0.0,17.0,2020-07-28,2018-06-27,7.0,60% of received ballots,TCP 2018-112,946.0,In Favour,24.0,Yes
789683,50 Roe Ave,Front Yard Parking,0,47.0,117.0,46,30.0,25% of ballots received by voters,0,117.0,0.0,1,2018-07-27,0.0,117.0,2021-07-28,2018-06-27,25.0,50% + 1 of received ballots,FYP 2018-113,947.0,In Favour,137.0,Yes
789684,77 Armadale Ave,Front Yard Parking,0,27.0,54.0,18,14.0,25% of ballots received by voters,4,54.0,0.0,5,2018-07-25,0.0,54.0,2021-07-26,2018-06-25,15.0,50% + 1 of received ballots,FYP 2018-114,948.0,In Favour,57.0,Yes
789685,90 Beech Ave,Appeal - Front Yard Parking,0,25.0,55.0,15,13.0,25% of ballots received by voters,10,50.0,5.0,0,2018-08-02,1.0,55.0,2021-08-03,2018-07-03,14.0,50% + 1 of received ballots,FYPA 2018-115,949.0,In Favour,109.0,Yes
789686,,Traffic Calming,0,110.0,198.0,60,97.0,50% + 1 of ballots received by voters,46,191.0,7.0,4,2018-08-03,8.0,198.0,2020-08-04,2018-07-04,66.0,60% of received ballots,TCP 2018-116,950.0,Opposed,240.0,Yes
789687,,Traffic Calming,0,29.0,86.0,23,43.0,50% + 1 of ballots received by voters,5,83.0,3.0,1,2018-07-26,0.0,86.0,2020-07-27,2018-06-26,,60% of received ballots,TCP 2018-117,951.0,Response Rate Not Met,108.0,No
789688,,Traffic Calming,0,66.0,204.0,51,95.0,50% + 1 of ballots received by voters,10,188.0,16.0,5,2018-08-04,0.0,204.0,2020-08-05,2018-07-05,,60% of received ballots,TCP 2018-118,955.0,Response Rate Not Met,244.0,No
789689,118 Northland Ave,Front Yard Parking,0,46.0,86.0,35,21.0,25% of ballots received by voters,8,84.0,2.0,3,2018-08-29,0.0,86.0,2021-08-30,2018-07-30,24.0,50% + 1 of received ballots,FYP 2018-119,957.0,In Favour,99.0,Yes
789690,83 Astoria Ave,Front Yard Parking,0,18.0,30.0,13,8.0,25% of ballots received by voters,2,29.0,1.0,3,2018-08-09,0.0,30.0,2021-08-10,2018-07-10,10.0,50% + 1 of received ballots,FYP 2018-120,958.0,In Favour,36.0,Yes
789691,2190 Bloor St W,Boulevard Cafe,0,13.0,89.0,8,16.0,25% of ballots received by voters,5,62.0,27.0,0,2018-08-11,0.0,89.0,2020-08-12,2018-07-12,,50% + 1 of received ballots,BCP 2018-121,959.0,Response Rate Not Met,103.0,No
789692,,Traffic Calming,0,49.0,80.0,39,41.0,50% + 1 of ballots received by voters,7,80.0,0.0,3,2018-08-15,1.0,80.0,2020-08-16,2018-07-16,30.0,60% of received ballots,TCP 2018-122,960.0,In Favour,85.0,Yes
789693,,Traffic Calming,0,204.0,878.0,148,409.0,50% + 1 of ballots received by voters,41,816.0,62.0,15,2018-08-15,1.0,878.0,2020-08-16,2018-07-16,,60% of received ballots,TCP 2018-124,962.0,Response Rate Not Met,914.0,No
789694,,Traffic Calming,0,33.0,122.0,25,57.0,50% + 1 of ballots received by voters,6,111.0,11.0,2,2018-08-16,0.0,122.0,2020-08-17,2018-07-17,,60% of received ballots,TCP 2018-125,963.0,Response Rate Not Met,146.0,No
789695,,Traffic Calming,0,158.0,282.0,125,132.0,50% + 1 of ballots received by voters,30,262.0,20.0,3,2018-08-29,0.0,282.0,2020-08-30,2018-07-30,95.0,60% of received ballots,TCP 2018-128,966.0,In Favour,332.0,Yes
789696,,Traffic Calming,0,168.0,652.0,137,296.0,50% + 1 of ballots received by voters,22,589.0,63.0,9,2018-08-30,0.0,652.0,2020-08-31,2018-07-31,,60% of received ballots,TCP 2018-130,968.0,Response Rate Not Met,783.0,No
789697,744 St Clair Ave W,Boulevard Cafe,0,24.0,76.0,4,19.0,25% of ballots received by voters,8,75.0,1.0,12,2018-08-18,0.0,76.0,2020-08-19,2018-07-19,13.0,50% + 1 of received ballots,BCP 2018-131,969.0,Opposed,85.0,Yes
789698,,Traffic Calming,0,8.0,20.0,8,11.0,50% + 1 of ballots received by voters,0,20.0,0.0,0,2018-10-12,0.0,20.0,2020-10-13,2018-09-12,,60% of received ballots,TCP 2018-132,970.0,Response Rate Not Met,22.0,No
789699,,Traffic Calming,0,36.0,73.0,28,38.0,50% + 1 of ballots received by voters,5,73.0,0.0,3,2018-10-12,0.0,73.0,2020-10-13,2018-09-12,,60% of received ballots,TCP 2018-133,971.0,Response Rate Not Met,80.0,No
789700,798 Bloor St W,Boulevard Cafe,0,20.0,66.0,4,15.0,25% of ballots received by voters,13,60.0,6.0,3,2018-08-23,0.0,66.0,2020-08-24,2018-07-24,11.0,50% + 1 of received ballots,BCP 2018-134,972.0,Opposed,75.0,Yes
789701,25 Humewood Dr,Front Yard Parking,0,38.0,53.0,19,13.0,25% of ballots received by voters,16,51.0,2.0,3,2018-08-30,2.0,53.0,2021-08-31,2018-07-31,20.0,50% + 1 of received ballots,FYP 2018-135,973.0,Opposed,64.0,Yes
789702,17 Nelles Ave,Front Yard Parking,0,20.0,58.0,11,14.0,25% of ballots received by voters,6,56.0,2.0,3,2018-08-29,0.0,58.0,2021-08-30,2018-07-30,11.0,50% + 1 of received ballots,FYP 2018-136,974.0,In Favour,65.0,Yes
789703,54 Coolmine Rd,Front Yard Parking,0,34.0,100.0,28,25.0,25% of ballots received by voters,0,97.0,3.0,6,2018-08-31,0.0,100.0,2021-09-01,2018-08-01,18.0,50% + 1 of received ballots,FYP 2018-137,975.0,In Favour,140.0,Yes
789704,100 Aileen Ave,Appeal - Front Yard Parking,0,32.0,67.0,26,17.0,25% of ballots received by voters,0,66.0,1.0,6,2018-09-01,0.0,67.0,2021-09-02,2018-08-02,17.0,50% + 1 of received ballots,FYPA 2018-138,976.0,In Favour,79.0,Yes
789705,413A Spadina Rd,Boulevard Cafe,0,29.0,219.0,18,41.0,25% of ballots received by voters,10,164.0,55.0,1,2018-09-12,0.0,219.0,2020-09-13,2018-08-13,,50% + 1 of received ballots,BCP 2018-139,977.0,Response Rate Not Met,225.0,No
789706,,Traffic Calming,0,45.0,143.0,31,71.0,50% + 1 of ballots received by voters,10,139.0,4.0,4,2018-08-31,0.0,143.0,2020-09-01,2018-08-01,,60% of received ballots,TCP 2018-140,979.0,Response Rate Not Met,166.0,No
789707,,Business Improvement Area,0,116.0,302.0,104,84.0,30% of ballots received by voters or 100,9,280.0,22.0,3,2018-10-19,78.0,302.0,2020-10-20,2018-08-20,58.0,50% of received ballots,BIA 2018-141,980.0,In Favour,2529.0,Yes
789708,375 Beresford Ave,Front Yard Parking,0,41.0,111.0,40,27.0,25% of ballots received by voters,1,107.0,4.0,0,2018-09-20,0.0,111.0,2021-09-21,2018-08-21,22.0,50% + 1 of received ballots,FYP 2018-142,981.0,In Favour,130.0,Yes
789709,127 Greenlaw Ave,Front Yard Parking,0,32.0,68.0,26,17.0,25% of ballots received by voters,0,68.0,0.0,6,2018-09-20,0.0,68.0,2021-09-21,2018-08-21,17.0,50% + 1 of received ballots,FYP 2018-143,982.0,In Favour,90.0,Yes
789710,596 College St (former Toronto),Boulevard Cafe,0,26.0,255.0,20,54.0,25% of ballots received by voters,4,215.0,40.0,2,2018-10-18,0.0,255.0,2020-10-19,2018-09-18,,50% + 1 of received ballots,BCP 2018-146,986.0,Response Rate Not Met,279.0,No
789711,,Traffic Calming,0,77.0,254.0,60,104.0,50% + 1 of ballots received by voters,10,205.0,49.0,7,2018-10-17,2.0,254.0,2020-10-18,2018-09-17,,60% of received ballots,TCP 2018-147,987.0,Response Rate Not Met,314.0,No
789712,,Permit Parking,0,69.0,164.0,44,41.0,25% of ballots received by voters,23,162.0,2.0,2,2019-01-03,24.0,164.0,2021-01-04,2018-12-04,36.0,50% + 1 of received ballots,PPP 2018-148,988.0,In Favour,167.0,Yes
789713,1006 Bloor St W,Boulevard Cafe,0,22.0,62.0,13,15.0,25% of ballots received by voters,2,60.0,2.0,7,2018-10-17,0.0,62.0,2020-10-18,2018-09-17,12.0,50% + 1 of received ballots,BCP 2018-149,989.0,In Favour,70.0,Yes
789714,177 Cedric Ave,Front Yard Parking,0,49.0,169.0,34,42.0,25% of ballots received by voters,11,166.0,3.0,4,2018-10-17,0.0,169.0,2021-10-18,2018-09-17,26.0,50% + 1 of received ballots,FYP 2018-150,990.0,In Favour,225.0,Yes
789715,118 Everden Rd,Front Yard Parking,0,26.0,42.0,21,10.0,25% of ballots received by voters,0,39.0,3.0,5,2018-10-18,0.0,42.0,2021-10-19,2018-09-18,14.0,50% + 1 of received ballots,FYP 2018-151,991.0,In Favour,51.0,Yes
789716,68 Hilton Ave,Front Yard Parking,1,37.0,78.0,24,19.0,25% of ballots received by voters,4,76.0,2.0,8,2018-10-19,0.0,78.0,2021-10-20,2018-09-19,20.0,50% + 1 of received ballots,FYP 2018-152,992.0,In Favour,86.0,Yes
789717,,Permit Parking,0,24.0,54.0,18,12.0,25% of ballots received by voters,4,47.0,7.0,2,2018-10-20,0.0,54.0,2020-10-21,2018-09-20,13.0,50% + 1 of received ballots,PPP 2018-153,993.0,In Favour,59.0,Yes
789718,,Permit Parking,0,77.0,214.0,49,53.0,25% of ballots received by voters,13,209.0,5.0,15,2019-01-04,0.0,214.0,2021-01-05,2018-12-05,40.0,50% + 1 of received ballots,PPP 2018-154,994.0,In Favour,229.0,Yes
789719,,Traffic Calming,0,309.0,526.0,160,262.0,50% + 1 of ballots received by voters,133,522.0,4.0,16,2019-01-03,0.0,526.0,2021-01-04,2018-12-04,186.0,60% of received ballots,TCP 2018-155,995.0,Opposed,571.0,Yes
789720,,Traffic Calming,0,82.0,128.0,64,65.0,50% + 1 of ballots received by voters,12,128.0,0.0,6,2019-01-09,0.0,128.0,2021-01-10,2018-12-10,50.0,60% of received ballots,TCP 2018-156,996.0,In Favour,142.0,Yes
789721,545 Arlington Ave,Front Yard Parking,0,41.0,121.0,38,30.0,25% of ballots received by voters,0,118.0,3.0,3,2019-01-03,0.0,121.0,2022-01-04,2018-12-04,22.0,50% + 1 of received ballots,FYP 2018-157,997.0,In Favour,141.0,Yes
789722,103 Holwood Ave,Front Yard Parking,0,40.0,68.0,35,17.0,25% of ballots received by voters,2,68.0,0.0,3,2019-01-04,0.0,68.0,2022-01-05,2018-12-05,21.0,50% + 1 of received ballots,FYP 2018-158,998.0,In Favour,86.0,Yes
789723,1091 Queen St E,Boulevard Cafe,0,29.0,83.0,18,20.0,25% of ballots received by voters,10,77.0,6.0,1,2019-01-04,0.0,83.0,2021-01-05,2018-12-05,16.0,50% + 1 of received ballots,BCP 2018-159,999.0,In Favour,94.0,Yes
789724,1975 Queen St E,Boulevard Cafe,0,26.0,74.0,19,19.0,25% of ballots received by voters,6,74.0,0.0,1,2019-01-05,1.0,74.0,2021-01-06,2018-12-06,14.0,50% + 1 of received ballots,BCP 2018-160,1000.0,In Favour,80.0,Yes
789725,11 River St,Commercial Boulevard Parking,0,8.0,18.0,2,5.0,25% of ballots received by voters,6,17.0,1.0,0,2019-01-16,0.0,18.0,2021-01-17,2018-12-17,5.0,50% + 1 of received ballots,CBP 2018-161,1001.0,Opposed,19.0,Yes
789726,177 Glenview Ave,Front Yard Parking,0,68.0,83.0,59,21.0,25% of ballots received by voters,3,81.0,2.0,6,2019-01-09,0.0,83.0,2022-01-10,2018-12-10,35.0,50% + 1 of received ballots,FYP 2018-162,1002.0,In Favour,92.0,Yes
789727,148 Glebeholme Blvd,Front Yard Parking,0,34.0,59.0,30,15.0,25% of ballots received by voters,1,59.0,0.0,3,2019-01-11,0.0,59.0,2022-01-12,2018-12-12,18.0,50% + 1 of received ballots,FYP 2018-163,1003.0,In Favour,65.0,Yes
789728,37 Wolverton Ave,Front Yard Parking,0,42.0,74.0,33,19.0,25% of ballots received by voters,7,74.0,0.0,2,2019-01-10,0.0,74.0,2022-01-11,2018-12-11,22.0,50% + 1 of received ballots,FYP 2018-164,1004.0,In Favour,81.0,Yes
789729,10 Watford Ave,Front Yard Parking,0,29.0,68.0,22,16.0,25% of ballots received by voters,7,62.0,6.0,0,2019-01-10,0.0,68.0,2022-01-11,2018-12-11,16.0,50% + 1 of received ballots,FYP 2018-165,1005.0,In Favour,74.0,Yes
789730,68 Glencairn Ave,Front Yard Parking,0,39.0,75.0,29,19.0,25% of ballots received by voters,9,75.0,0.0,1,2019-01-16,0.0,75.0,2022-01-17,2018-12-17,21.0,50% + 1 of received ballots,FYP 2018-166,1006.0,In Favour,91.0,Yes
789731,268 Jedburgh Rd,Front Yard Parking,0,13.0,16.0,10,4.0,25% of ballots received by voters,1,16.0,0.0,2,2019-01-12,0.0,16.0,2022-01-13,2018-12-13,8.0,50% + 1 of received ballots,FYP 2018-167,1007.0,In Favour,17.0,Yes
789732,30 Harwood Rd,Front Yard Parking,0,19.0,35.0,16,9.0,25% of ballots received by voters,0,35.0,0.0,3,2019-01-11,2.0,35.0,2022-01-12,2018-12-12,11.0,50% + 1 of received ballots,FYP 2018-168,1008.0,In Favour,36.0,Yes
789733,48 Pickering St,Front Yard Parking,0,43.0,97.0,31,23.0,25% of ballots received by voters,8,92.0,5.0,4,2019-01-11,1.0,97.0,2022-01-12,2018-12-12,23.0,50% + 1 of received ballots,FYP 2018-169,1009.0,In Favour,105.0,Yes
789734,21 Sylvan Ave (former Toronto),Front Yard Parking,0,23.0,60.0,20,15.0,25% of ballots received by voters,1,57.0,3.0,2,2019-01-12,0.0,60.0,2022-01-13,2018-12-13,13.0,50% + 1 of received ballots,FYP 2018-170,1010.0,In Favour,95.0,Yes
789735,,Traffic Calming,0,30.0,108.0,18,54.0,50% + 1 of ballots received by voters,11,105.0,3.0,1,2019-01-16,0.0,108.0,2021-01-17,2018-12-17,,60% of received ballots,TCP 2018-172,1012.0,Response Rate Not Met,122.0,No
789736,,Traffic Calming,0,0.0,5.0,0,4.0,50% + 1 of ballots received by voters,0,5.0,0.0,0,2019-01-17,0.0,5.0,2021-01-18,2018-12-18,,60% of received ballots,TCP 2018-173,1013.0,Response Rate Not Met,6.0,No
789737,,Permit Parking,0,24.0,56.0,8,14.0,25% of ballots received by voters,16,56.0,0.0,0,2019-01-18,0.0,56.0,2021-01-19,2018-12-19,13.0,50% + 1 of received ballots,PPP 2018-174,1014.0,Opposed,70.0,Yes
789738,9 Watford Ave,Front Yard Parking,0,27.0,68.0,16,15.0,25% of ballots received by voters,6,58.0,10.0,5,2019-01-17,0.0,68.0,2022-01-18,2018-12-18,15.0,50% + 1 of received ballots,FYP 2018-175,1015.0,In Favour,74.0,Yes
789739,36 Hendrick Ave,Front Yard Parking,0,48.0,90.0,25,21.0,25% of ballots received by voters,13,81.0,9.0,10,2019-01-19,0.0,90.0,2022-01-20,2018-12-20,25.0,50% + 1 of received ballots,FYP 2018-176,1016.0,In Favour,152.0,Yes
789740,140 Kenwood Ave,Front Yard Parking,0,26.0,81.0,23,21.0,25% of ballots received by voters,2,81.0,0.0,1,2019-01-19,0.0,81.0,2022-01-20,2018-12-20,14.0,50% + 1 of received ballots,FYP 2018-177,1017.0,In Favour,104.0,Yes
789741,623 Mount Pleasant Rd,Boulevard Cafe,0,20.0,34.0,20,9.0,25% of ballots received by voters,0,34.0,0.0,0,2019-02-23,0.0,34.0,2021-02-24,2019-01-24,11.0,50% + 1 of received ballots,BCP 2019-001,1018.0,In Favour,39.0,Yes
789742,59 Humewood Dr,Front Yard Parking,0,38.0,61.0,30,14.0,25% of ballots received by voters,0,56.0,5.0,8,2019-02-16,0.0,61.0,2022-02-17,2019-01-17,20.0,50% + 1 of received ballots,FYP 2019-002,1019.0,In Favour,80.0,Yes
789743,29 Connie St,Commercial Boulevard Parking,0,16.0,31.0,4,8.0,25% of ballots received by voters,9,31.0,0.0,3,2019-02-23,0.0,31.0,2021-02-24,2019-01-24,9.0,50% + 1 of received ballots,CBP 2019-003,1020.0,Opposed,49.0,Yes
